"preview_id","source_kind","ds_move_id","animation_reference","ds_animation_path","preview_mp4","preview_gif","render_status","representative_move_id","representative_move_name","usage_count","notes"
"anim_0048","platinum-base-move","48","MOVE_SUPERSONIC","","docs/approval/previews/mp4/anim_0048.mp4","docs/approval/previews/gif/anim_0048.gif","pending","MOVE_SUPERSONIC_SHOT","Supersonic Shot","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0049","platinum-base-move","49","MOVE_SONIC_BOOM","","docs/approval/previews/mp4/anim_0049.mp4","docs/approval/previews/gif/anim_0049.gif","pending","MOVE_ENERGY_WAVE","Energy Wave","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0055","platinum-base-move","55","MOVE_WATER_GUN","","docs/approval/previews/mp4/anim_0055.mp4","docs/approval/previews/gif/anim_0055.gif","pending","MOVE_WATERLOG","Waterlog","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0063","platinum-base-move","63","MOVE_HYPER_BEAM","","docs/approval/previews/mp4/anim_0063.mp4","docs/approval/previews/gif/anim_0063.gif","pending","MOVE_BIG_BLAST","Big Bang","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0070","platinum-base-move","70","MOVE_STRENGTH","","docs/approval/previews/mp4/anim_0070.mp4","docs/approval/previews/gif/anim_0070.gif","pending","MOVE_KINETIC_BARRAGE","Kinetic Barrage","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0087","platinum-base-move","87","MOVE_THUNDER","","docs/approval/previews/mp4/anim_0087.mp4","docs/approval/previews/gif/anim_0087.gif","pending","MOVE_TEMPEST_STORM","Tempest Storm (N)","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0094","platinum-base-move","94","MOVE_PSYCHIC","","docs/approval/previews/mp4/anim_0094.mp4","docs/approval/previews/gif/anim_0094.gif","pending","MOVE_TRANSMUTE","Transmute","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0112","platinum-base-move","112","MOVE_BARRIER","","docs/approval/previews/mp4/anim_0112.mp4","docs/approval/previews/gif/anim_0112.gif","pending","MOVE_ICE_WALL","Ice Wall","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0114","platinum-base-move","114","MOVE_HAZE","","docs/approval/previews/mp4/anim_0114.mp4","docs/approval/previews/gif/anim_0114.gif","pending","MOVE_EERIE_FOG","Eerie Fog","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0121","platinum-base-move","121","MOVE_EGG_BOMB","","docs/approval/previews/mp4/anim_0121.mp4","docs/approval/previews/gif/anim_0121.gif","pending","MOVE_BAD_EGG","Bad Egg","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0126","platinum-base-move","126","MOVE_FIRE_BLAST","","docs/approval/previews/mp4/anim_0126.mp4","docs/approval/previews/gif/anim_0126.gif","pending","MOVE_ATOMIC_FIRE","Atomic Fire","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0127","platinum-base-move","127","MOVE_WATERFALL","","docs/approval/previews/mp4/anim_0127.mp4","docs/approval/previews/gif/anim_0127.gif","pending","MOVE_RAPID_RIVER","Rapid River","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0138","platinum-base-move","138","MOVE_DREAM_EATER","","docs/approval/previews/mp4/anim_0138.mp4","docs/approval/previews/gif/anim_0138.gif","pending","MOVE_DREAM_INVERSION","Dream Invasion","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0140","platinum-base-move","140","MOVE_BARRAGE","","docs/approval/previews/mp4/anim_0140.mp4","docs/approval/previews/gif/anim_0140.gif","pending","MOVE_BALL_TOSS","Ball Toss","3","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0141","platinum-base-move","141","MOVE_LEECH_LIFE","","docs/approval/previews/mp4/anim_0141.mp4","docs/approval/previews/gif/anim_0141.gif","pending","MOVE_FERTILE_FANGS","Fertile Fangs","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0153","platinum-base-move","153","MOVE_EXPLOSION","","docs/approval/previews/mp4/anim_0153.mp4","docs/approval/previews/gif/anim_0153.gif","pending","MOVE_OUTBURST","Outburst","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0157","platinum-base-move","157","MOVE_ROCK_SLIDE","","docs/approval/previews/mp4/anim_0157.mp4","docs/approval/previews/gif/anim_0157.gif","pending","MOVE_PEBBLE_SHOWER","Pebble Shower","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0167","platinum-base-move","167","MOVE_TRIPLE_KICK","","docs/approval/previews/mp4/anim_0167.mp4","docs/approval/previews/gif/anim_0167.gif","pending","MOVE_TRIPLE_TREMOR","Triple Tremor","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0174","platinum-base-move","174","MOVE_CURSE","","docs/approval/previews/mp4/anim_0174.mp4","docs/approval/previews/gif/anim_0174.gif","pending","MOVE_KARMA","Karma","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0182","platinum-base-move","182","MOVE_PROTECT","","docs/approval/previews/mp4/anim_0182.mp4","docs/approval/previews/gif/anim_0182.gif","pending","MOVE_MERCULIGHT","Merculight","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0183","platinum-base-move","183","MOVE_MACH_PUNCH","","docs/approval/previews/mp4/anim_0183.mp4","docs/approval/previews/gif/anim_0183.gif","pending","MOVE_JAGGED_PUNCH","Jagged Punch","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0191","platinum-base-move","191","MOVE_SPIKES","","docs/approval/previews/mp4/anim_0191.mp4","docs/approval/previews/gif/anim_0191.gif","pending","MOVE_CALTROPS","Caltrops","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0192","platinum-base-move","192","MOVE_ZAP_CANNON","","docs/approval/previews/mp4/anim_0192.mp4","docs/approval/previews/gif/anim_0192.gif","pending","MOVE_LIGHTNING_BULLET","Lightning Bullet","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0202","platinum-base-move","202","MOVE_GIGA_DRAIN","","docs/approval/previews/mp4/anim_0202.mp4","docs/approval/previews/gif/anim_0202.gif","pending","MOVE_SOIL_DRAIN","Soil Drain","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0212","platinum-base-move","212","MOVE_MEAN_LOOK","","docs/approval/previews/mp4/anim_0212.mp4","docs/approval/previews/gif/anim_0212.gif","pending","MOVE_TREPIDATION","Trepidation","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0224","platinum-base-move","224","MOVE_MEGAHORN","","docs/approval/previews/mp4/anim_0224.mp4","docs/approval/previews/gif/anim_0224.gif","pending","MOVE_DRAGON_JAB","Dragon Jab","3","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0226","platinum-base-move","226","MOVE_BATON_PASS","","docs/approval/previews/mp4/anim_0226.mp4","docs/approval/previews/gif/anim_0226.gif","pending","MOVE_FETCH","Fetch","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0228","platinum-base-move","228","MOVE_PURSUIT","","docs/approval/previews/mp4/anim_0228.mp4","docs/approval/previews/gif/anim_0228.gif","pending","MOVE_GHASTLY_ECHO","Ghastly Echo","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0240","platinum-base-move","240","MOVE_RAIN_DANCE","","docs/approval/previews/mp4/anim_0240.mp4","docs/approval/previews/gif/anim_0240.gif","pending","MOVE_RAIN_FLUSH","Rain Flush","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0242","platinum-base-move","242","MOVE_CRUNCH","","docs/approval/previews/mp4/anim_0242.mp4","docs/approval/previews/gif/anim_0242.gif","pending","MOVE_DEATHROLL","Deathroll","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0251","platinum-base-move","251","MOVE_BEAT_UP","","docs/approval/previews/mp4/anim_0251.mp4","docs/approval/previews/gif/anim_0251.gif","pending","MOVE_BEATDOWN","Beatdown","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0261","platinum-base-move","261","MOVE_WILL_O_WISP","","docs/approval/previews/mp4/anim_0261.mp4","docs/approval/previews/gif/anim_0261.gif","pending","MOVE_RAGING_SOULS","Raging Souls","3","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0263","platinum-base-move","263","MOVE_FACADE","","docs/approval/previews/mp4/anim_0263.mp4","docs/approval/previews/gif/anim_0263.gif","pending","MOVE_BRAVADO","Bravado","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0276","platinum-base-move","276","MOVE_SUPERPOWER","","docs/approval/previews/mp4/anim_0276.mp4","docs/approval/previews/gif/anim_0276.gif","pending","MOVE_YGGDRASIL_FORCE","Yggdrasil Force","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0301","platinum-base-move","301","MOVE_ICE_BALL","","docs/approval/previews/mp4/anim_0301.mp4","docs/approval/previews/gif/anim_0301.gif","pending","MOVE_CHILLER","Chiller","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0309","platinum-base-move","309","MOVE_METEOR_MASH","","docs/approval/previews/mp4/anim_0309.mp4","docs/approval/previews/gif/anim_0309.gif","pending","MOVE_STAR_CRASH","Star Crash","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0310","platinum-base-move","310","MOVE_ASTONISH","","docs/approval/previews/mp4/anim_0310.mp4","docs/approval/previews/gif/anim_0310.gif","pending","MOVE_READY_OR_NOT","Ready or Not","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0325","platinum-base-move","325","MOVE_SHADOW_PUNCH","","docs/approval/previews/mp4/anim_0325.mp4","docs/approval/previews/gif/anim_0325.gif","pending","MOVE_ONI_FIST","Oni Fist","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0331","platinum-base-move","331","MOVE_BULLET_SEED","","docs/approval/previews/mp4/anim_0331.mp4","docs/approval/previews/gif/anim_0331.gif","pending","MOVE_POP_MAYHEM","Popping Mayhem","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0344","platinum-base-move","344","MOVE_VOLT_TACKLE","","docs/approval/previews/mp4/anim_0344.mp4","docs/approval/previews/gif/anim_0344.gif","pending","MOVE_VOLT_BOLT","Volt Bolt","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0348","platinum-base-move","348","MOVE_LEAF_BLADE","","docs/approval/previews/mp4/anim_0348.mp4","docs/approval/previews/gif/anim_0348.gif","pending","MOVE_LEECH_BLADE","Leech Blade","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0349","platinum-base-move","349","MOVE_DRAGON_DANCE","","docs/approval/previews/mp4/anim_0349.mp4","docs/approval/previews/gif/anim_0349.gif","pending","MOVE_MYSTIC_DANCE","Mystic Dance","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0354","platinum-base-move","354","MOVE_PSYCHO_BOOST","","docs/approval/previews/mp4/anim_0354.mp4","docs/approval/previews/gif/anim_0354.gif","pending","MOVE_PSYCHO_WAVE","Psycho Wave","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0359","platinum-base-move","359","MOVE_HAMMER_ARM","","docs/approval/previews/mp4/anim_0359.mp4","docs/approval/previews/gif/anim_0359.gif","pending","MOVE_SMASHIN_REALITIES","Smashin\' Realities","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0369","platinum-base-move","369","MOVE_U_TURN","","docs/approval/previews/mp4/anim_0369.mp4","docs/approval/previews/gif/anim_0369.gif","pending","MOVE_FLUTTERING_LEAF","Fluttering Leaf","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0394","platinum-base-move","394","MOVE_FLARE_BLITZ","","docs/approval/previews/mp4/anim_0394.mp4","docs/approval/previews/gif/anim_0394.gif","pending","MOVE_SMOLDER_BASH","Smolder Bash","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0396","platinum-base-move","396","MOVE_AURA_SPHERE","","docs/approval/previews/mp4/anim_0396.mp4","docs/approval/previews/gif/anim_0396.gif","pending","MOVE_AURA_FORCE","Aura Force","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0399","platinum-base-move","399","MOVE_DARK_PULSE","","docs/approval/previews/mp4/anim_0399.mp4","docs/approval/previews/gif/anim_0399.gif","pending","MOVE_BLACK_MAGIC","Black Magic","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0400","platinum-base-move","400","MOVE_NIGHT_SLASH","","docs/approval/previews/mp4/anim_0400.mp4","docs/approval/previews/gif/anim_0400.gif","pending","MOVE_TERROR_LOCKS","Terror Locks","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0401","platinum-base-move","401","MOVE_AQUA_TAIL","","docs/approval/previews/mp4/anim_0401.mp4","docs/approval/previews/gif/anim_0401.gif","pending","MOVE_AQUA_BASH","Aqua Bash","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0407","platinum-base-move","407","MOVE_DRAGON_RUSH","","docs/approval/previews/mp4/anim_0407.mp4","docs/approval/previews/gif/anim_0407.gif","pending","MOVE_DRAGON_DASH","Dragon Dash","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0408","platinum-base-move","408","MOVE_POWER_GEM","","docs/approval/previews/mp4/anim_0408.mp4","docs/approval/previews/gif/anim_0408.gif","pending","MOVE_GEM_MISSILE","Gem Missile","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0413","platinum-base-move","413","MOVE_BRAVE_BIRD","","docs/approval/previews/mp4/anim_0413.mp4","docs/approval/previews/gif/anim_0413.gif","pending","MOVE_GODSPEED","Godspeed","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0421","platinum-base-move","421","MOVE_SHADOW_CLAW","","docs/approval/previews/mp4/anim_0421.mp4","docs/approval/previews/gif/anim_0421.gif","pending","MOVE_PHANTOM_GLOVES","Phantom Glove","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0432","platinum-base-move","432","MOVE_DEFOG","","docs/approval/previews/mp4/anim_0432.mp4","docs/approval/previews/gif/anim_0432.gif","pending","MOVE_CLEAR_SKIES","Clear Skies","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0433","platinum-base-move","433","MOVE_TRICK_ROOM","","docs/approval/previews/mp4/anim_0433.mp4","docs/approval/previews/gif/anim_0433.gif","pending","MOVE_INVERSE_ROOM","Inverse Room","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0435","platinum-base-move","435","MOVE_DISCHARGE","","docs/approval/previews/mp4/anim_0435.mp4","docs/approval/previews/gif/anim_0435.gif","pending","MOVE_UNSCREW","Hacksaw","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0452","platinum-base-move","452","MOVE_WOOD_HAMMER","","docs/approval/previews/mp4/anim_0452.mp4","docs/approval/previews/gif/anim_0452.gif","pending","MOVE_BERRY_SMASH","Berry Smash","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0464","platinum-base-move","464","MOVE_DARK_VOID","","docs/approval/previews/mp4/anim_0464.mp4","docs/approval/previews/gif/anim_0464.gif","pending","MOVE_VEXING_VOID","Vexing Void","2","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0467","platinum-base-move","467","MOVE_SHADOW_FORCE","","docs/approval/previews/mp4/anim_0467.mp4","docs/approval/previews/gif/anim_0467.gif","pending","MOVE_CHEAP_SHOT","Cheap Shot","1","Capture the original Platinum/base-era DS move animation once and reuse the capture for every mapped community move."
"anim_0471","hg-engine-script","471","animations/hg-engine/gen5/471.s","animations/hg-engine/gen5/471.s","docs/approval/previews/mp4/anim_0471.mp4","docs/approval/previews/gif/anim_0471.gif","pending","FIEBREORO","Fiebre del Oro","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0472","hg-engine-script","472","animations/hg-engine/gen5/472.s","animations/hg-engine/gen5/472.s","docs/approval/previews/mp4/anim_0472.mp4","docs/approval/previews/gif/anim_0472.gif","pending","CHTHONICMALADY","Chthonic Malady","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0473","hg-engine-script","473","animations/hg-engine/gen5/473.s","animations/hg-engine/gen5/473.s","docs/approval/previews/mp4/anim_0473.mp4","docs/approval/previews/gif/anim_0473.gif","pending","TERIUMPALM","Terium Palm","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0476","hg-engine-script","476","animations/hg-engine/gen5/476.s","animations/hg-engine/gen5/476.s","docs/approval/previews/mp4/anim_0476.mp4","docs/approval/previews/gif/anim_0476.gif","pending","MOVE_MIND_BREAK","Mind Break","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0477","hg-engine-script","477","animations/hg-engine/gen5/477.s","animations/hg-engine/gen5/477.s","docs/approval/previews/mp4/anim_0477.mp4","docs/approval/previews/gif/anim_0477.gif","pending","NIGHTBOUQUET","Night Bouquet","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0478","hg-engine-script","478","animations/hg-engine/gen5/478.s","animations/hg-engine/gen5/478.s","docs/approval/previews/mp4/anim_0478.mp4","docs/approval/previews/gif/anim_0478.gif","pending","MORPH","Morph","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0481","hg-engine-script","481","animations/hg-engine/gen5/481.s","animations/hg-engine/gen5/481.s","docs/approval/previews/mp4/anim_0481.mp4","docs/approval/previews/gif/anim_0481.gif","pending","MOVE_SHOWTIME","Showtime","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0482","hg-engine-script","482","animations/hg-engine/gen5/482.s","animations/hg-engine/gen5/482.s","docs/approval/previews/mp4/anim_0482.mp4","docs/approval/previews/gif/anim_0482.gif","pending","MOVE_ASTEROID_DOWNFALL","Asteroid Shot","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0485","hg-engine-script","485","animations/hg-engine/gen5/485.s","animations/hg-engine/gen5/485.s","docs/approval/previews/mp4/anim_0485.mp4","docs/approval/previews/gif/anim_0485.gif","pending","MOVE_TOXIC_PLUNGE","Toxic Plunge","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0490","hg-engine-script","490","animations/hg-engine/gen5/490.s","animations/hg-engine/gen5/490.s","docs/approval/previews/mp4/anim_0490.mp4","docs/approval/previews/gif/anim_0490.gif","pending","AQUABATICS","Aquabatics","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0491","hg-engine-script","491","animations/hg-engine/gen5/491.s","animations/hg-engine/gen5/491.s","docs/approval/previews/mp4/anim_0491.mp4","docs/approval/previews/gif/anim_0491.gif","pending","FLAMEIMPACT","Flame Impact","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0492","hg-engine-script","492","animations/hg-engine/gen5/492.s","animations/hg-engine/gen5/492.s","docs/approval/previews/mp4/anim_0492.mp4","docs/approval/previews/gif/anim_0492.gif","pending","MOVE_SEPTIC_SWITCH","Septic Switch","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0493","hg-engine-script","493","animations/hg-engine/gen5/493.s","animations/hg-engine/gen5/493.s","docs/approval/previews/mp4/anim_0493.mp4","docs/approval/previews/gif/anim_0493.gif","pending","SWIFTSTRIKE","Swift Strike","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0496","hg-engine-script","496","animations/hg-engine/gen5/496.s","animations/hg-engine/gen5/496.s","docs/approval/previews/mp4/anim_0496.mp4","docs/approval/previews/gif/anim_0496.gif","pending","SUDOKU","Sudoku","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0499","hg-engine-script","499","animations/hg-engine/gen5/499.s","animations/hg-engine/gen5/499.s","docs/approval/previews/mp4/anim_0499.mp4","docs/approval/previews/gif/anim_0499.gif","pending","SHUFFLE","Shuffle","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0501","hg-engine-script","501","animations/hg-engine/gen5/501.s","animations/hg-engine/gen5/501.s","docs/approval/previews/mp4/anim_0501.mp4","docs/approval/previews/gif/anim_0501.gif","pending","MOVE_ARCHER_SHOT","Archer Shot","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0503","hg-engine-script","503","animations/hg-engine/gen5/503.s","animations/hg-engine/gen5/503.s","docs/approval/previews/mp4/anim_0503.mp4","docs/approval/previews/gif/anim_0503.gif","pending","CHECKEM","Check 'Em","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0504","hg-engine-script","504","animations/hg-engine/gen5/504.s","animations/hg-engine/gen5/504.s","docs/approval/previews/mp4/anim_0504.mp4","docs/approval/previews/gif/anim_0504.gif","pending","WEIRDFLEX","Weird Flex","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0506","hg-engine-script","506","animations/hg-engine/gen5/506.s","animations/hg-engine/gen5/506.s","docs/approval/previews/mp4/anim_0506.mp4","docs/approval/previews/gif/anim_0506.gif","pending","CORALBREAK","Coral Break","3","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0507","hg-engine-script","507","animations/hg-engine/gen5/507.s","animations/hg-engine/gen5/507.s","docs/approval/previews/mp4/anim_0507.mp4","docs/approval/previews/gif/anim_0507.gif","pending","PODERPRIMATE","Poder Primate","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0510","hg-engine-script","510","animations/hg-engine/gen5/510.s","animations/hg-engine/gen5/510.s","docs/approval/previews/mp4/anim_0510.mp4","docs/approval/previews/gif/anim_0510.gif","pending","WHIRLYHELIX","Whirly Helix","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0513","hg-engine-script","513","animations/hg-engine/gen5/513.s","animations/hg-engine/gen5/513.s","docs/approval/previews/mp4/anim_0513.mp4","docs/approval/previews/gif/anim_0513.gif","pending","WOWWIENER","Wow Wiener","1","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0521","hg-engine-script","521","animations/hg-engine/gen5/521.s","animations/hg-engine/gen5/521.s","docs/approval/previews/mp4/anim_0521.mp4","docs/approval/previews/gif/anim_0521.gif","pending","GOLDENSPLASH","Golden Splash","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0522","hg-engine-script","522","animations/hg-engine/gen5/522.s","animations/hg-engine/gen5/522.s","docs/approval/previews/mp4/anim_0522.mp4","docs/approval/previews/gif/anim_0522.gif","pending","MAGMADRIFT","Magma Drift","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0523","hg-engine-script","523","animations/hg-engine/gen5/523.s","animations/hg-engine/gen5/523.s","docs/approval/previews/mp4/anim_0523.mp4","docs/approval/previews/gif/anim_0523.gif","pending","TORBIDVINESTORM","Torbid Vinestorm","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
"anim_0525","hg-engine-script","525","animations/hg-engine/gen5/525.s","animations/hg-engine/gen5/525.s","docs/approval/previews/mp4/anim_0525.mp4","docs/approval/previews/gif/anim_0525.gif","pending","IRRITATION","Irritation","2","Render this hg-engine DS script once and reuse the capture for every mapped community move."
