"move_id","move_name","type","category","source_animation_evidence","ds_animation_class","ds_animation_path","port_action","notes"
"SPOOPERPOWER","Spooperpower","Ghost","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"GREATRAGE","Great Rage","Grass","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"WOWWIENER","Wow Wiener","Fire","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"PLUNDER","Plunder","Water","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"BLOBBYBOP","Blobby Bop","Ice","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"BANHAMMER","Ban Hammer","Normal","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"HOMERUNBAT","Homerun Bat","Normal","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"ELBOWDROP","Elbow Drop","Ghost","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"ANATTACK","An Attack","???","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"CHAOSDUNK","Chaos Dunk","Rock","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"COMENGO","Come n' Go","Water","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"DAILYDOSE","Daily Dose","Poison","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"DECAYDRAIN","Decay Drain","Poison","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"DILDOCANNON","Dildo Cannon","Dragon","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"ENEMA","Enema","Grass","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"EROSIONWAVE","Erosion Wave","Rock","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"FALCONPUNCH","Falcon Punch","Flying","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"FIREBOMB","Fire Bomb","Fire","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"FIZZBITCH","Fizzbitch","Grass","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"FORYOU","For You","Fighting","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"FUTABABREAK","Futaba Break","Grass","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"HOLYDUTY","Holy Duty","Fire","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"LACTOSESHOT","Lactose Shot","Fairy","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"MEME","Meme","???","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"OVERENERGIZE","Overenergize","Electric","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"OWTHEEDGE","Ow The Edge","Dark","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"PUKEBLOOD","Puke Blood","Bug","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"PUNCHOUT","Punch Out","Fighting","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"REGENERATE","Regenerate","Grass","Status","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"RIOTSHIELD","Riot Shield","Fighting","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"SHITPOST","Shitpost","Ground","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"SPOOKOUT","Spook Out","Ghost","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"STRATOBLADE","Strato Blade","Flying","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"SUPERSNORE","Super Snore","Ice","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"SWINDLE","Swindle","Dark","Special","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"TOKE","Toke","Fire","Status","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"TOXIRAVAGE","Toxiravage","Poison","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"TRIGGER","Trigger","Psychic","Physical","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
"SUDOKU","Sudoku","Normal","Status","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed."
