"move_id","move_name","type","category","source_animation_evidence","ds_animation_class","ds_animation_path","port_action","notes"
"GENEBLASTER","Gene Blaster","Normal","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"PESTILENCEBURST","Pestilence Burst","Grass","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"NAZCAPATTERNS","Nazca Patterns","Normal","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"QUAKINGSPEAR","Quaking Spear","Ground","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"STRIDENTSPARK","Strident Spark","Sound","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SPARKLECLUSTER","Sparkle Cluster","Fairy","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SPICYMAW","Spicy Maw","Grass","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SPIRITSPEAR","Spirit Spear","Dragon","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SPLITMASK","Split Mask","Poison","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"TETRAJECTILE","Tetrajectile","Fire","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"VINDUNAR","Vindunar","Flying","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"WHIRLYHELIX","Whirly Helix","Flying","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"RHYTHMICCOMBO","Rhythmic Combo","Sound","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"INSTANTWHISTLE","Instant Whistle","Sound","Status","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"DISCORDANTSHRIEK","Discordant Shriek","Sound","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"HEARTBEAT","Heart Beat","Sound","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"AUDIOBREAK","Audio Break","Sound","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SERENEWAVE","Serene Wave","Normal","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"FURIOUSPUMMELING","Furious Pummeling","Normal","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"ROUNDABOUT","Roundabout","Normal","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"DESERTWHIRL","Desert Whirl","Ground","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"HOARFROSTTIDE","Hoarfrost Tide","Water","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"MANAFANGS","Mana Fangs","Dragon","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"MERCURIANTRAP","Mercurian Trap","Steel","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"RAIDERTONITRUS","Raider Tonitrus","Electric","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SINGESLAYER","Singe Slayer","Fighting","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"HUNTERSWILDS","Hunter's Wilds","Grass","Status","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"TERIUMPALM","Terium Palm","Psychic","Status","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"TERRESTRIALCLAW","Terrestrial Claw","Dragon","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"TRITIUMCANNON","Tritium Cannon","Fire","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"WHITEWRAITHS","White Wraiths","Ghost","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SOULSUCKER","Soul Sucker","Ghost","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SPECTRALHORDE","Spectral Horde","Ghost","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"SHATTERBLADE","Shatterblade","Ice","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"PYROCLASTICSWEEP","Pyroclastic Sweep","Fire","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"TORBIDVINESTORM","Torbid Vinestorm","Grass","Special","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"ARMAMENTSTRIKE","Armament Strike","Steel","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"HANABIDANCE","Hanabi Dance","Fairy","Physical","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
"IADOSGUARD","Iado's Guard","Steel","Status","No animation implementation or animation mapping is present in the audited PokeRover repository/PBS snapshot.","no source animation evidence","","choose an official DS animation analog or build/adapt a new DS animation during implementation","PokeRover contains PBS move definitions and utility/web data. Repository-wide searches found no Animations.rxdata or BattleAnimation source to certify Vanguard animation reuse."
