"move_id","move_name","type","category","source_animation_evidence","ds_animation_class","ds_animation_path","port_action","notes"
"BUNRAKUBEATDOWN","Bunraku Beatdown","Psychic","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"HEAVENLYWING","Heavenly Wing","Flying","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"MATRIXSHOT","Matrix Shot","Rock","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"DESERTSMARK","Desert's Mark","Ground","Status","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"ULTRAMEGADEATH","Super Ultra Mega Death Move","Steel","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"DECIMATION","Decimation","Dark","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"PYROKINESIS","Pyrokinesis","Psychic","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"ALPHASHOT","Alpha Shot","Normal","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"GILDEDARROW","Gilded Arrow","Normal","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"GILDEDHELIX","Gilded Helix","Normal","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"POISONSWEEP","Poison Sweep","Poison","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"STACKINGSHOT","Stacking Shot","Fighting","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"IRRITATION","Irritation","Bug","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"MAGMADRIFT","Magma Drift","Fire","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"DELUGE","Deluge","Water","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"MUDBARRAGE","Mud Barrage","Ground","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"SLASHANDBURN","Slash and Burn","Grass","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"ARENITEWALL","Arenite Wall","Ground","Status","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"QUICKSILVERSPEAR","Quicksilver Spear","Steel","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"SPARKLEON","Sparkle On","Fairy","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"SOLARFLARE","Solar Flare","Fire","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"HOARFROSTMOON","Hoarfrost Moon","Ice","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"HEXINGSLASH","Hexing Slash","Ghost","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"WAKEUPSHOCK","Wake-Up Shock","Electric","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"VILEASSAULT","Vile Assault","Poison","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"ETHEREALTEMPEST","Ethereal Tempest","Flying","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"MIRRORBEAM","Mirror Beam","Steel","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"PROBOPOG","Probopass PogChampion","Normal","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"UNLEASHEDPOWER","Unleashed Power","Qmarks","Special","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"BLINDINGSPEED","Blinding Speed","Qmarks","Physical","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"ELYSIANSHIELD","Elysian Shield","Fairy","Status","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"CHTHONICMALADY","Chthonic Malady","Shadow","Status","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
"DOMAINSHIFT","Domain Shift","Qmarks","Status","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","The source includes move mechanics in Outputs/DatabaseMoves.txt and RBFiles/movetext.rb. RBFiles/movetext.rb also contains a '# MOVE DUMMIES FOR ANIMATION COMPILATION' section for type-variant animation placeholders, but it does not map these custom Rejuvenation moves to reusable animations."
