"move_id","move_name","type","category","ds_animation_class","ds_animation_path","ds_move_id","port_action","notes"
"MOVE_FROST_BRAND","Frost Brand","Ice","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/536.s","536","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SACRED_SWORD (536) because of blade/slash attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_FROST_BOLT","Frost Bolt","Ice","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/816.s","816","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_TRIPLE_AXEL (816) because of Ice physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_SCATTER_BLAST","Scatter Blast","Ground","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/851.s","851","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SANDSEAR_STORM (851) because of Ground special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_CUTSIE_SLAP","Cutsie Slap","Fairy","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/536.s","536","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SACRED_SWORD (536) because of blade/slash attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_TECTONIC_FANGS","Tectonic Fangs","Ground","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/841.s","841","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEADLONG_RUSH (841) because of Ground physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_CUPID_SHOT","Cupid Shot","Fairy","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/792.s","792","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIRIT_BREAK (792) because of Fairy physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_FUMIGATION_BOMB","Fumigation Bomb","Poison","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SHELL_SIDE_ARM (804) because of Poison physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_FLAME_TONGUE","Flame Tongue","Fire","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/894.s","894","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BITTER_BLADE (894) because of blade/slash attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_LOTUS_SHOWER","Lotus Shower","Grass","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/672.s","672","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SOLAR_BLADE (672) because of Grass physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_BLOOD_SHOT","Blood Shot","Dark","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/578.s","578","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_PARTING_SHOT (578) because of Dark status visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_STARBURST","Starburst","Normal","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/546.s","546","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEAD_CHARGE (546) because of Normal physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_CREEPING_THORNS","Creeping Thorns","Grass","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/583.s","583","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_GRASSY_TERRAIN (583) because of Grass status visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_SEPTIC_SWITCH","Septic Switch","Poison","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/505.s","505","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_ALLY_SWITCH (505) because of switching/swap effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_OBSCURED_SHOT","Obscured Shot","Dark","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_THUNDEROUS_KICK (826) because of close-range strike. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MOVE_BLITZ_ARROW","Blitz Arrow","Fighting","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_THUNDEROUS_KICK (826) because of Fighting physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"PRIMALSUN","Primal Sun","Fire","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIKY_SHIELD (599) because of protection/barrier effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"FROSTWALKER","Frost Walker","Ice","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/816.s","816","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_TRIPLE_AXEL (816) because of Ice physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"WAVELASH","Wave Lash","Water","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/621.s","621","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_ORIGIN_PULSE (621) because of wave/pulse attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"FIRECRACKERS","Fire Crackers","Fire","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/683.s","683","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_FIRE_LASH (683) because of Fire physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SWIFTSTRIKE","Swift Strike","Fighting","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_THUNDEROUS_KICK (826) because of Fighting physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"FANGLEECH","Fang Leech","Dragon","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/616.s","616","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_OBLIVION_WING (616) because of draining attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SHADOWSTEP","Shadow Step","Fighting","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_THUNDEROUS_KICK (826) because of Fighting physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"DRUMBEAT","Drum Beat","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"BEATDROP","Beat Drop","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"BLAZINGBULL","Blazing Bull","Fire","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/683.s","683","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_FIRE_LASH (683) because of Fire physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SURGINGBULL","Surging Bull","Water","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/837.s","837","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_WAVE_CRASH (837) because of Water physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"ENIGMATICDASH","Enigmatic Dash","Fairy","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/792.s","792","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIRIT_BREAK (792) because of Fairy physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"BLAZINGSTAMPEDE","Blazing Stampede","Fire","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/683.s","683","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_FIRE_LASH (683) because of Fire physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"IRONBARB","Iron Barb","Steel","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/896.s","896","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_GIGATON_HAMMER (896) because of Steel physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"KAOLINBASH","Kaolin Bash","Ground","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/841.s","841","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEADLONG_RUSH (841) because of Ground physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"DIAMONDBREATH","Diamond Breath","Rock","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/803.s","803","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_METEOR_BEAM (803) because of Rock special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SOVEREIGNEDGE","Sovereign Edge","Steel","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/784.s","784","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BEHEMOTH_BLADE (784) because of blade/slash attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"HEATEDREVUP","Heated Rev Up","Fire","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIKY_SHIELD (599) because of protection/barrier effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"NIGHTBOUQUET","Night Bouquet","Poison","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/922.s","922","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_MALIGNANT_CHAIN (922) because of Poison special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"TRIPLEWHIRLING","Triple Whirling","Psychic","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/709.s","709","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_PSYCHIC_FANGS (709) because of Psychic physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"CODEPOWER","Code:Power","Poison","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SHELL_SIDE_ARM (804) because of Poison physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"CODEQUARANTINE","Code:Quarantine","Electric","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIKY_SHIELD (599) because of protection/barrier effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"CODE:INJECTION","Code:Injection","Psychic","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/808.s","808","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_TERRAIN_PULSE (808) because of wave/pulse attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"DUNEGLIDER","Dune Glider","Ground","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/841.s","841","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEADLONG_RUSH (841) because of Ground physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"GENEBLASTER","Gene Blaster","Normal","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of Normal special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"PESTILENCEBURST","Pestilence Burst","Grass","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/838.s","838","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_CHLOROBLAST (838) because of Grass special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"NAZCAPATTERNS","Nazca Patterns","Normal","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/663.s","663","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_FIRST_IMPRESSION (663) because of priority/fast-strike effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"QUAKINGSPEAR","Quaking Spear","Ground","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/841.s","841","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEADLONG_RUSH (841) because of Ground physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"STRIDENTSPARK","Strident Spark","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SPARKLECLUSTER","Sparkle Cluster","Fairy","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/792.s","792","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIRIT_BREAK (792) because of high-impact/recoil attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SPICYMAW","Spicy Maw","Grass","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen7/672.s","672","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SOLAR_BLADE (672) because of Grass physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SPIRITSPEAR","Spirit Spear","Dragon","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/865.s","865","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_GLAIVE_RUSH (865) because of Dragon physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SPLITMASK","Split Mask","Poison","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SHELL_SIDE_ARM (804) because of Poison physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"TETRAJECTILE","Tetrajectile","Fire","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/893.s","893","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_ARMOR_CANNON (893) because of Fire special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"VINDUNAR","Vindunar","Flying","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/849.s","849","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BLEAKWIND_STORM (849) because of Flying special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"WHIRLYHELIX","Whirly Helix","Flying","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/623.s","623","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_DRAGON_ASCENT (623) because of Flying physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"RHYTHMICCOMBO","Rhythmic Combo","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"INSTANTWHISTLE","Instant Whistle","Sound","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIKY_SHIELD (599) because of protection/barrier effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"DISCORDANTSHRIEK","Discordant Shriek","Sound","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"HEARTBEAT","Heart Beat","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"AUDIOBREAK","Audio Break","Sound","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/589.s","589","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_BOOMBURST (589) because of sound-based attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SERENEWAVE","Serene Wave","Normal","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/808.s","808","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_TERRAIN_PULSE (808) because of wave/pulse attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"FURIOUSPUMMELING","Furious Pummeling","Normal","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/546.s","546","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEAD_CHARGE (546) because of Normal physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"ROUNDABOUT","Roundabout","Normal","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen5/546.s","546","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_HEAD_CHARGE (546) because of Normal physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"DESERTWHIRL","Desert Whirl","Ground","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/851.s","851","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SANDSEAR_STORM (851) because of Ground special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"HOARFROSTTIDE","Hoarfrost Tide","Water","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/621.s","621","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_ORIGIN_PULSE (621) because of Water special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MANAFANGS","Mana Fangs","Dragon","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/616.s","616","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_OBLIVION_WING (616) because of draining attack. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"MERCURIANTRAP","Mercurian Trap","Steel","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/877.s","877","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_MAKE_IT_RAIN (877) because of Steel special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"RAIDERTONITRUS","Raider Tonitrus","Electric","Special","direct hg-engine DS reuse assigned","animations/hg-engine/gen9/908.s","908","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_ELECTRO_SHOT (908) because of Electric special visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"SINGESLAYER","Singe Slayer","Fighting","Physical","direct hg-engine DS reuse assigned","animations/hg-engine/gen8/826.s","826","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_THUNDEROUS_KICK (826) because of Fighting physical visual fit. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
"HUNTERSWILDS","Hunter's Wilds","Grass","Status","direct hg-engine DS reuse assigned","animations/hg-engine/gen6/599.s","599","reuse existing hg-engine DS animation script as review baseline","Project-assigned DS analog MOVE_SPIKY_SHIELD (599) because of protection/barrier effect. This is a reviewable baseline, not a claim that the source fangame used this animation; replace or customize during visual approval if needed."
