"move_id","move_name","type","category","source_animation_evidence","ds_animation_class","ds_animation_path","port_action","notes"
"BORRASCA","Borrasca","Electric","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"OJOSTERRIBLES","Ojos Terribles","Ghost","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"DRENANIMA","Drenánima","Ghost","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"DANZAVUDU","Danza Vudú","Poison","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"CHOQUEVAPOR","Choque Vapor","Fire","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"PATADAGELIDA","Patada Gélida","Ice","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"COLMILLOSALVAJE","Colm. Salvaje","Normal","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"BRAZOMUSGO","Brazo Musgo","Grass","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"LASERESENCIA","Láser Esencia","Normal","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"CARICATURA","Caricatura","Normal","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"FLECHASTRAL","Flecha Astral","Fairy","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"LINGOTAZO","Lingotazo","Rock","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"ABSORBESENCIA","Absorbesencia","Ghost","Physical","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
"FUERZAESENCIA","Fuerzaesencia","Psychic","Special","The audited xorgies/PokemonOpalo repository exposes move-definition data, but no move-animation assets or per-move visual mapping data were found for these custom moves.","no source animation evidence","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, anim, moveanimations, Animations.rxdata, and PkmnAnimations returned no source evidence for these custom moves. The pinned moves.txt records move mechanics/data only; no animation was guessed."
